job_id,job_title,company,requirements,location,category,subcategory,type,salary
73393909,data scientist (contract),ng teng fong general hospital,"Work with Clinical Leads to evaluate clinical programmes in order to identify areas for improvement, including the identification of predictive factors and trends
Organise information and analytics use cases to support data and analytics related activities for the organisation
Developing and implementing machine learning models for predictive and prescriptive analysis
Apply technical expertise in quantitative analysis, data mining, predictive modelling, as well as the visualisation and presentation of data to derive insights that value-add to management decision making (e.g. hypothesis testing, validation of business cases, development of data products such as predictive models or Tableau dashboards etc)
Conduct literature reviews to support uptake of evidence based practices
Conduct data analysis and evaluation using statistical and quantitative data analysis software. 
Utilizing programming languages like Python or R for data analysis and model development.
Submit and present reports, findings and updates at management level platforms and committees
Communicating findings and recommendations to both technical and non-technical stakeholders.
Collaborate with multidisciplinary team to improve clinical outcomes and patients’ satisfaction
Good Postgraduate/ Bachelor’s Degree in Statistics, Business Analytics, Health Economics, Public Health or equivalent 
Strong background in statistical modelling, machine learning, and experience in developing end-to-end data analytics solutions.
Proficient with programming In Python and AI related frameworks such as Scikit-Learn, TensorFlow or PyTorch.
Experience in NLP and familiarity with healthcare data is a plus.
Experience in Large Language Models, Generative Pre-trained Transformer models, foundation models etc. is a plus.
Proficiency in AI and ML platforms and services from cloud providers such as AWS, GCP, Azure is a plus.
Excellent communication and interpersonal skills, able to work with a diverse group of stakeholders
Excellent project management and organisational skills, able to handle multiple tasks and prioritise projects to meet deadline 
Excellent statistical and data management skills, proficient in analytics tools such as Tableau and R
Which of the following statements best describes your right to work in Singapore?


Insights on salary & in-demand skills


Reviews from people working in the industry

",west region,science & technology,"mathematics, statistics & information sciences",contract/temp,
73458672,data science engineer (python),gmp group hq,"Gather and analyze user requirements and translate them to business solutions
Design, write and implement efficient code to preprocess data, train, evaluate, test and deploy models
Plan, manage and lead data science projects
Develop machine learning and deep learning models for production level
Improve and manage existing models and systems
Guide the internal team on technical details and project development
Present insightful data outcomes to project stakeholders
Bachelor’s Degree in Computer Science, Science/Engineering field or equivalent
At least 2 years’ experience in Data Science related function
Proficient in Python programming and common libraries for data analytics, machine learning and deep learning (pandas, numpy, scikit learn, keras etc)
Good understanding of machine learning/deep learning algorithms and their applications
Knowledge in use of SQL and/or noSQL databases (postgres, oracle, MongoDB etc.)
Familiarity with implementing models at production level
Experience with data visualization tools such as Power BI, Tableau
Hands-on practical experience on other data science development in languages such as R, Java, C++, etc
Experienced in manufacturing industry is advantageous
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?
How many years' experience do you have as a Data Science Engineer?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,information & communication technology,management,full time,"$4,000 – $4,800 per month"
73502015,data analyst (sql | phyton | data science| petrochemical | oil & gas) - west,talent trader group pte ltd,"Collaborate with the cross functional teams to comprehend department, individual data requirements, use-case specific.
Determining opportunities to utilize data analysis to establish a new strategy. 
Improve business performance by determining, analyzing, and interpreting patterns and trends in data.
Gather information from internal and external sources to provide a company with insightful data.
Cultivate a strong connection with the global office to facilitate cooperation on data engineering and the use of ready-to-use data solutions.
Plan and produce useful dashboards, reports, and data visualizations.
Ensure value creation and improve customer experience by monitoring and collecting feedback on implemented solutions. 
Providing assistance with ways to improve competitiveness and offering insights on business value. 
Promoting data projects and initiatives, handling requests for external connectivity, assisting with system integration and performing gap analysis. 
Serve as the Singapore representative for global-led data projects. 
Facilitates the use of specialized software tools and features for advanced analytics initiatives.
Identify organizational goals in collaboration with management, IT, and other departments.
Implement a Data Champion programme to determine forward-looking and pro data individuals. 
Identify successful local data projects to encourage their uptake and development.
Bachelor’s Degree in IT, Mathematics or related to data & analytics field. 
Minimum 4-6 years of related working experience. 
Prior experience in reporting packages, data models, SQL, Cloud data, data visualization/data catalog tooling. 
Prior experience with Snowflake, AWS, Gitlab, data science platform tooling and Python. 
Previous experience in software development is advantage. ",central region,science & technology,"mathematics, statistics & information sciences",full time,
73330719,geospatial data scientist,climate alpha,"Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?
How many years' experience do you have as a Data Scientist?


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,science & technology,"mathematics, statistics & information sciences",full time,"$6,500 – $8,000 per month"
73327453,data scientist (data insights and generative ai) (id: 595535) - prit,persolkelly singapore pte ltd (formerly kelly services singapore pte ltd),"Work with business analysts and internal stakeholders to identify business problems and opportunities propose analytics solutions, as well as data and technology requirements, and formalize them into a project Analytics solutions which include, but are not limited to report automation, advanced analytics, and AI engines
Work with data engineers to plan, identify, and integrate data from multiple source systems to enterprise data platform for analytics purposes
Perform   data   exploration,   preprocess,   and   analyse   the   data   (both   structured   and unstructured); develop and deploy machine learning/deep learning models
Create dashboards to communicate and present key findings to stakeholders, and manage UAT
Work with the team to run and prioritise projects according to objectives and business impact
Bachelor's  or  master’s  degree  in  Data  Science,  Statistics,  Computer  Science,  Computer Engineering or equivalent disciplines that focused on extensive use of data for analysis
Strong programming experience using python or spark, with solid understanding of data science concepts.
Practical  knowledge  in  statistical  and machine  learning  techniques  including  Regression, Random Forest, Boosting, Trees, Text Mining, Network Analysis, etc
Practical knowledge in deep learning techniques including computer version, NLP, etc
Good to have knowledge or hands-on experience on generative AI
Experience in data visualization software such as Power BI or Tableau.
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,science & technology,"mathematics, statistics & information sciences",full time,
73509052,data analyst - analysis / research / evaluation / educational industry,trust recruit pte. ltd.,"Education Industry
Attractive Salary Package 
Friendly Working Environment 
Student attainment data (quantitative and qualitative) aggregation 
Establishing mechanisms and support for automating and/or streamlining data input; 
Utilizing a data warehouse to store data longitudinally
Utilizing software to synthesize data and generate reports
Maintaining a web-based data dashboard, customizable to stakeholders
Works closely and collaborates with the Director of Technology and technology team as required.
Work with the Vice Principal, Head of Teaching and Learning and Academic Directors to develop structures for collection, synthesis, and analysis of the academic student learning data to be collected (e.g., beginning-of-year/end-of-year tests, unit assessments, writing prompt results).
Coordinate external testing systems (e.g., CEM, IB, PISA) to ensure testing logistics (e.g., technology support, scheduling, training) run effectively and efficiently.
Generate and maintain reports, including a dashboard of indicators.  This would include generating regularly scheduled reports (e.g., Annual Report, CEM results) and reports as requested (e.g., grade-level assessment results, PLC results).
Develop data collection tools for use in classrooms that provide real-time analysis to inform teaching.
Assist VP in gathering and reporting schoolwide academic data for internal use and board presentations.
Liaise with third-party vendors on new technology and software opportunities to further enhance or develop reporting capabilities.
Stay abreast of current developments related to educational data, data integration systems, and data applications.
All other responsibilities and tasks as deemed appropriate by SLT and the Line Manager.
Bachelor’s degree
Excellent collaboration, interpersonal, facilitation, and communication skills 
Knowledge and understanding of research techniques, program evaluation, and data and reporting dynamics (e.g., data analytics, business intelligence)
Strong technology systems skills with expertise in databases, spreadsheets, formatting and reporting, and related applications
Aptitude to learn new technology systems
Experience leading change initiatives from conception to completion
Attention to accuracy of detailed information
Professional judgement handling confidential information 
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",west region,science & technology,"mathematics, statistics & information sciences",full time,"$5,000 – $7,500 per month"
73517583,"assistant manager, data and analytics [r00014885]",nanyang technological university,"Generates insights from both external and internal data to facilitate evidence-based decision making at various levels of the University.
Develops and implements databases, data analytics and other strategies to optimize statistical efficiency.
Locates and defines new process or continual improvement to support decision-making at different level of the University.
Works in team which consists of stakeholders across different units.
Has (or expecting) a PhD degree in the Social Sciences or the Science, Technology, Engineering, and Math (STEM), 
NOT
 necessarily in the data science or related fields,
Has empirical and quantitative skills,
Has good coding skills,
Has good communication skills,
Candidates who have visualization skills will have added advantage.


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,science & technology,"mathematics, statistics & information sciences",full time,
73381526,data science engineer /chemical manufacturing industry!,tempserv pte ltd,"Which of the following statements best describes your right to work in Singapore?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,science & technology,materials sciences,full time,
73458132,research engineer (engineering/ ai / machine learning) - wp3,singapore institute of technology,"Survey literature, learning and implement state-of-the-art techniques and tools (such as AI, deep learning, machine learning, etc) to solve challenging problems.)
Physics-based modelling of vessels engines, and vessel itself under different operating conditions
Algorithm design, coupling of physics-based model with AI methods for improved methods
Any other duties as assigned
Have a Bachelor degree and background in Engineering, computing or related fields


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",central region,information & communication technology,engineering - software,full time,
73445428,"senior executive / assistant manager, data analytics & insights(5861)",nuhs group ops & it,"Identify data and information needs required to enable the vision and key priorities of the organisation.
Collaborate with stakeholders to identify available and relevant datasets and make strategic recommendations on such collection, integration and usage.
Develop, maintain and refine interactive dashboards using data visualisation tools such as Tableau.
To assist in developing the timeline that will enable DAI to progressively meet stakeholder needs.
Establish and prioritise dashboard and scorecard of key stakeholders and working collaboratively with Group Clinical Ops and Group Service Ops, to refresh the Dashboard and Scorecards on an ongoing basis.
To be well versed with and keep updated on Epic and other operational applications in order to propose solutions that will address group operations management and senior management needs on operational excellence.
Bachelor’s Degree in Computer Science, Information Management, Mathematics, Statistics, Operations Research, Engineering or related disciplines with strong statistical modelling and machine learning skills.
At least 3 years of relevant working experience with analytics tools e.g. SQL, Python, MS Excel (advanced), data visualisation tools (e.g. Tableau)
Familiarity with healthcare setting is a plus.
Entry level candidates with excellent data capabilities will be considered.
Excellent interpersonal skills, attention to detail, and flexibility to collaborate across various team areas and functions.
Possess can-do attitude and work independently in ambiguous situations.
Strong analytical and problem-solving skills
Proficient in extracting, cleansing, and interpreting complex data with attention to detail and accuracy.
Able to communicate sophisticated data science concepts clearly through concise reports and presentations, effectively conveying observations and recommendations.


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",central region,hospitality & tourism,management,full time,
73227129,senior / data scientist,mediacorp pte ltd,"Serve as primary source of data insights supporting internal and external constituencies
Analyse and translate data findings into meaningful, actionable insights – including synthesising relevant insights from different customer touch points and data sources
Lead, design and implement quantitative analytical frameworks, including scalable predictive models, customer segmentation and advertising optimisation that improve business performance and customer engagement
Institute and adopt best practices in data science, platforms and approaches.
Establish internal organisational standards and benchmarks
Work with other teams in Mediacorp to understand business needs, document data and data integration requirements, and resolve conflicting business/data architecture rules. Ensure compliance with internal customer contact governance policies and drive closed-loop measurement through smart data capture.
Become an internal authority on Mediacorp’s data tools and resources
Support ad-hoc business intelligence and other strategic initiatives
PhD or MS degree in Statistics, Mathematics, Machine Learning, Operations Research, Computer Science or related field.
Minimum 5 years hands-on experience in data science, including developing and productionising data science models
Demonstrated expertise in developing and implementing a full range of analytical techniques to address commercial challenges. Proficiency in at least one statistical analysis tool.
Demonstrated experience with distributed databases and query languages. Proficiency in at least one programming language (preferably Java, C++, Python).
Must possess exceptional business judgment to identify core business objectives; synthesise and interpret disparate quantitative information, and develop commercial insights for key stakeholders


Insights on salary & in-demand skills


Reviews from people working in the industry

",west region,information & communication technology,other,full time,
73529244,master data specialist,versant systems pte ltd,"Degree/Diploma in IT, Data or Equivalent
Experienced in master data creation and change processes within an operational framework
Sound understanding of Global Product Hierarchy structure and usage with business processes / reporting requirements – on group level
Good understanding of the GPA (or its equivalent) processes and their impact on regional/local business processes
Performing Global Product Hierarchy (GPH) process related tasks
Ensuring product mapping adherence to central governance guidelines
Experienced with Master Data tools and processes
Basic chemical and industry specific knowledge
Excellent communication and interpersonal skills
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?
How many years' experience do you have as a Master Data Specialist?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",central region,information & communication technology,management,full time,"$6,000 – $7,000 per month"
73417990,data engineer (spark scala elastic),a-it software services pte ltd,Which of the following statements best describes your right to work in Singapore?,singapore,information & communication technology,developers/programmers,contract/temp,
73254597,data scientist / senior data scientist,nippon paint holdings sg pte ltd,"Implement and manage data science and AI projects throughout their lifecycles to meet business and technical needs
Train, validate, test and deploy data science and AI models using on-premise and cloud resources
Extract, transform, load and visualize data from various sources across the company in different geographical regions
Gather and translate business and technical needs from internal and external stakeholders into metrics that can be optimized by data science and AI models
Collaborate closely with domain experts (e.g. chemists), IT engineers, software engineers, technology leaders and business leaders to ensure that data science and AI projects will meet business and technical needs
Prepare presentations and reports on data science and AI project outcomes to facilitate management’s decision-making and strategic planning
Keep abreast of latest developments and trends in data science and AI and implement innovative data science and AI models and best practices timely
Enthusiastic about learning relevant domain knowledge of paints and coatings that is needed to successfully execute data science and AI projects
Bachelor’s, master’s or PhD degree in computer science, AI, data science, electrical engineering, statistics, mathematics or related fields
Strong knowledge and expertise in data science, AI, machine learning and deep learning
At least 2 – 3 years of experience with implementing data science and AI projects in a business environment
Proficient in programming e.g. Python
Proficient in using machine learning frameworks e.g. PyTorch, TensorFlow, Keras and scikit-learn
Capable of working independently as well as in teams
Excellent communication skills for presentations and reports
Proficient in written and spoken English
Experience with paints and coatings, chemistry or materials science is a plus
Able to travel occasionally as and when required. 
Which of the following statements best describes your right to work in Singapore?
How many years' experience do you have as a Data Scientist?
Have you worked in a role which requires experience with machine learning techniques?
How many years' experience do you have as an Artificial Intelligence Engineer?",central region,science & technology,"mathematics, statistics & information sciences",full time,"$5,500 – $8,000 per month"
73492571,data engineer (cloudera),peoplebank singapore pte ltd,"12 months contract, renewable
Work location: Depot Close
MNC IT Services company
Resident Engineer with Hadoop skillset as well as infra support skills. 
Minimum 5 years’ experience working on 
Cloudera platform
, with capability to administer, troubleshoot issues and perform upgrades.
Resident Engineer with Hadoop skillset as well as infra support skills. 
Infra admin experience with Redhat Linux and VMWare.
Hadoop admin experience, main product used is Cloudera.
High level knowledge YARN, MapReduce, Spark, Hive Hbase, Phoenix, Kafka and HDFS.
Cluster configuration and deployment details to integrate with the data center.
Best practices for preparing and maintaining Apache Hadoop in production.
Troubleshooting, diagnosing, tuning, and solving Hadoop issues.
Security administration of Cloudera cluster with Data encryption Knowledge.
Native Cloudera Backup and Recovery configuration principles.
Only Singaporeans
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?",west region,information & communication technology,database development & administration,contract/temp,"$7,000 – $10,000 per month"
73492379,data engineer / architect (1 year contract),adecco personnel pte ltd.,"Contract Role
Work location: Central
Work hours: Mon-Fri 9am-6pm; Hybrid
Hands on experience in managing applications either Data Management Platform (Cloudera, Informatica, SAS, SAP or Tableau) OR Microsoft Products (Dynamic CRM or SharePoint)
Strong technical skills in data or software architect
Excellent communication skills
Prepare your updated resume (please include your current salary package with a full breakdown such as base, incentives, annual wage supplement, etc.) and the expected package.
Apply through this application or send your resume to 
[email protected]
 in MS Word Copy. We'd love to hear from you!
We regret that only shortlisted candidates will be notified.


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,information & communication technology,engineering - software,full time,allowance
73177896,senior data analyst,tada mobility (singapore) pte ltd.,"Understand business objectives and work with key stakeholders to solve business challenges. 
Collaborate with team members from other departments to use data to identify trends and translate problems into actionable insights.
Use your data storytelling skills to present data beyond numbers and insights to non-technical stakeholders. 
Create and support the strategy to drive the whole organization to be powered by data and to be comfortable working with datasets.  
Mentor junior members and support the professional development of data analysts in the team.
Manage the organization’s BI tool and oversee the creation of datasets, reports and dashboards. 
Establish data governance policies and standards and drive initiatives to improve data management processes. 
Ensure data integrity, accuracy and quality through effective practices. 
At least 3 years of experience in a senior data analyst role, and/or have experience in team management. 
Bachelor’s or any degree in data science, statistics, business analytics or related field. 
Advanced in SQL and Python skills and fluent in other languages to handle requirements. 
Experienced in working in a platform or tech company and comfortable with working in a high velocity environment with large datasets. 
Strong data visualization and storytelling skills with prior experience in BI tools.
Effective communication and collaboration skills to present complex topics clearly to team members 
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?
How many years' experience do you have as a Data Analyst?
How many years' experience do you have using SQL queries?
Which of the following programming languages are you experienced in?


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,information & communication technology,business/systems analysts,full time,"$5,000 – $6,500 per month"
73502477,business analyst / data analyst (entry level/experience),staffking pte ltd,"5 days work week
Basic up to $3200
Location: Central CBD
Year-end bonus + Performance Bonus
Develop business intelligence tools and systems, including database, spreadsheet, and dashboard design.
Collect data from diverse sources: industry reports, public information, internal databases, field reports, and purchased datasets.
Generate standard or custom reports summarizing business, financial, or economic data for executives, managers, clients, and stakeholders.
Provide technical support for existing reports, dashboards, or tools as needed.
Participate in ad-hoc projects when required.
Diploma/Degree in IT/Data Analytics or related studies
Entry level is welcome to apply as training will be provided
Knowledgeable in SQL,VBA & POWER BI
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,science & technology,"mathematics, statistics & information sciences",full time,"$2,800 – $3,200 per month"
73450978,"post doctoral fellow (laboratory of systems biology & data analytics), gis","agency for science, technology and research (a*star)","



Experience in computational biology




Mathematical sophistication




Programming skills in R/Python




Strong communication skills




Post-doctoral candidates should have a strong track record, including impactful publications


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",central region,science & technology,biological & biomedical sciences,full time,
73418797,data engineer (spark scala devops),a-it software services pte ltd,Which of the following statements best describes your right to work in Singapore?,singapore,information & communication technology,engineering - software,contract/temp,
73509542,"manager/assistant manager, ai office (2-year contract)",changi general hospital,"Which of the following statements best describes your right to work in Singapore?


Insights on salary & in-demand skills


Reviews from people working in the industry

",east region,science & technology,"mathematics, statistics & information sciences",full time,
72036558,social and behavioural scientist,dso national laboratories,"Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,science & technology,"mathematics, statistics & information sciences",full time,
73491833,"quantum ai engineer (investment company | up to 20,000 + vb | id: 599871)",persolkelly singapore pte ltd (formerly kelly services singapore pte ltd),"Utilize machine learning to process large-scale unstructured data to extract insights into financial market models, forming trading strategies within the financial market.
Improve existing machine learning algorithms through innovative approaches such as designing cutting-edge neural networks, and apply them extensively to the secondary market for feature/price predictions of secondary market targets.
Construct a scientific and rigorous algorithm evaluation system.
Master's degree or above in computer science, mathematics, statistics, or a related machine learning field, with a solid theoretical foundation and proficiency in commonly used algorithms in the machine learning domain.
Over 2 years of experience in machine learning development, with preference given to those with experience in quantitative research.
Proficient in Python, C++, and SQL.
Strong ability to learn, self-motivation, business understanding, and problem-solving skills.
How many years' experience do you have as an Artificial Intelligence Engineer?
Have you worked in a role which requires experience with statistical modelling?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",central region,information & communication technology,engineering - software,full time,"$15,000 – $20,000 per month"
73331913,data engineer,michael page international pte ltd,"Demonstrate expertise in managing diverse data, handling data pipelines using ETL tools, ensuring quality, and efficient persistence.
Design, implement, and support solutions post-implementation.
Operate within Agile and Scrum methodologies, employing TDD, Automated Testing, Continuous Integration, Automated Deployment, and Pair/Peer reviews.
Define objectives by analysing user requirements, envisioning system features, and functionality.
Stable organisation with career growth opportunity
Attractive salary and benefit package


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,information & communication technology,engineering - software,full time,$7k - $8k p.m. + bonus
73451746,data analyst (1-year contract),advanced micro devices (s) pte ltd,"Performing Customer Data Management
Drive process improvements and system efficiency enhancements
Being an active part of,
Processing Customer Data within SAP - MDG following set standards and procedures and within established Service Level Agreements (SLAs)
Troubleshooting, and resolving any discrepancies in Customer Master information between source systems and the Hub
Actively engaging with Cross Functional Business, and IT teams to resolve Customer Data Management issues
Generating Reports and Quality Metrics
Processing Customer Data within SAP - MDG following set standards and procedures and within established Service Level Agreements (SLAs)
Troubleshooting, and resolving any discrepancies in Customer Master information between source systems and the Hub
Actively engaging with Cross Functional Business, and IT teams to resolve Customer Data Management issues
Generating Reports and Quality Metrics
Diploma/Degree in Business Administration/Statistics or any discipline
1 year of experience in managing cross-functional internal customers, with specific experience in utilizing various information management tools
Have strong analytical skills with ability to learn new technical and non-technical processes
Hands-on experiences using SAP is an advantage
Working knowledge of PowerBI, Tableau, or RPA is an advantage
Research or Data Management experience is an advantage
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?
How many years' experience do you have as a Data Analyst?


Insights on salary & in-demand skills


Reviews from people working in the industry

",east region,information & communication technology,database development & administration,full time,
73460839,senior data scientist,caterpillar singapore,"Dealers training and support.
STU (Sales to users) validation and issue management resolution.
OLGA installation and baseline support and analysis.
OLGA deployment and ongoing data integrity.
STU & OLGA data validation for HELIOS deployment.
 
Bachelor’s degree, preferably in statistics, analytics, finance, market research, economics, mathematics, or a similar field with quantitative course work  
Must have advanced level of usage of Tableau, SQL and Alteryx
3 to 5 years of experience in analytics positions.
Deep knowledge of aftermarket applications
Experience with STU, OLGA and CDDW Data.
Must have demonstrated experience of translating analysis to insights.
Demonstrate thorough knowledge of Caterpillar Inc. - its products, services and dealers; its internal systems, processes, and procedures; and its relevant external influences (competitors, laws and regulations, market conditions, etc.) to meet or exceed customer expectations.
Demonstrate strong initiative to research and apply new methods to exceed customer expectations.
Comfortable working with large datasets and leveraging data and insights to make recommendations and influence others.
Highly organized with careful attention to details.
Must have strong presentation skills.    
Which of the following statements best describes your right to work in Singapore?
How many years' experience do you have as a Data Scientist?
Which of the following data analytics tools are you experienced with?


Insights on salary & in-demand skills


Reviews from people working in the industry

",west region,science & technology,"mathematics, statistics & information sciences",full time,
73430996,data analyst,vopak terminals singapore pte ltd,"Work with cross-functional teams in BU to understand department / use- case specific/ individual data needs & requirements, and identify opportunities to use data analysis to develop new strategies or improve existing working ways
Demonstrate understanding of the business to identify, analyze and interpret patterns or trends in data sets that help in improving business performance
Import data from various external and internal sources to bring meaningful insights into  the business
Develop strong relationships with Global DnA office for collaborations on data engineering and implementing of existing ready data solutions
Work independently to design & create effective data visualizations, dashboards & reports that supports business decisions making
Monitor & gather feedback on implemented solutions, to ensure value creation and also keeping the focus on continuously improving Vopak’s ‘customer experience’ 
Provide insights on value to business and make recommendations for further solution developments to increase our competitive edge over competitors
Champion data projects and initiatives the BU embarks on that create value for the organization (eg. T360, Automation of Monthly Scorecard, etc.)
Feature in business functions systems discussions, as the voice of the DnA department, to facilitate integration of systems
Run gap-analysis exercises to increase connectivity between our existing systems to contribute to achieving the full potential of our digital systems
Manage external connectivity requests from external stakeholders (eg. customers, government authorities, etc.)
Singapore BU representative for deployment of Global-led Data projects
Support initiatives on advanced and predictive analytics data, such as specialized software tools and functionalities
Guide & inspire business (leaders) by giving demo’s, workshops, training, etc.
Work with management, IT and other functions to determine organizational goals
Challenge the existing way of working vs a data-driven approach with all business functions
Run a ‘Data Champion’ programme, by identifying forward-looking and pro-data individuals, to further develop their capabilities and use cases
Regularly recognize successful data initiatives at the local level, to encourage adoption and conceptualization of such efforts
Academic degree in e.g. business informatics, econometrics, mathematics, IT or another data & analytics discipline.
3 to 5 years of relevant work experience
Excellent stakeholder management & communication skills to convey complex concepts to both technical and non-technical stakeholders
Possess strong verbal & written communication skills
Demonstrated strong teamwork skills, strong analytical and problem solving skills
Possess statistical skills and ability to work with large datasets
Experience in data models and reporting packages
Experience with agile scrum way of working
Experience with using SQL
Experience with Cloud data platform, data catalog tooling & data visualization tooling
Experience with data science platform tooling, and object-oriented/object function scripting languages like Python
Experience with AWS, Snowflake and Gitlab is a plus
Experience with software development is a plus
Data control & governance mindset
Business acumen
Which of the following statements best describes your right to work in Singapore?
How many years' experience do you have as a Data Analyst?


Insights on salary & in-demand skills


Reviews from people working in the industry

",west region,information & communication technology,database development & administration,full time,"$4,800 – $7,200 per month"
73534842,data analyst,sistic.com pte ltd,"Delve into our diverse event portfolio and devise innovative business solutions that resonate with our clients across all industries.
Cultivate exceptional client relationships, uncovering their needs to deliver tailor-made BI solutions that empower their growth.
Collaborate with our team of Data Engineers, Analysts, and Science gurus to build and maintain cutting-edge analysis and reporting capabilities.
Transform data into compelling narratives and insights, captivating stakeholders with your data storytelling abilities.
Embark on data mining and statistical expeditions, uncovering hidden gems that enhance our business performance.
Partner with teammates to architect robust data marts and introduce smart, adaptable metric frameworks that supercharge our analytics and streamline our BI processes.
Team up with cross-functional team members, wielding data as your weapon to solve their business challenges.
Uphold the highest standards of data quality across all our BI assets, ensuring the integrity of our decision-making processes.
Drive efficiency and resource optimization through continuous improvement in data processing strategies.
Champion data democratization across the organization, making data accessible and usable for all.
Share the benefits of our BI ecosystem with our business users, empowering them to tap into existing reports and insights.
Embrace change and ride the waves of evolution in the dynamic world of BI, adapting to new technologies and methodologies with enthusiasm.
Stand as the guardian of our data kingdom, meticulously maintaining our data bible, dictionary, and glossary for all our reports and dashboards.
At least 1-3 years of experience working in a BI or analytics function preferably.
Good working knowledge on SQL and R/Python to perform data querying, building BI models and conducting data analysis.
Experience in data analysis and deep-dive analysis
Strong data visualisation skills using Tableau, Qlik, PowerBI, Microstrategy or other relevant visualisation tools. 
Good understanding of ETL/ELT concepts and their relevant use cases
Experience in gathering BI requirements and structuring specifications to produce business-relevant datasets and ensure data quality of the dataset.
Passion for democratizing data effectively to the wider organization for self-serve
Keenness to innovate and improve the BI process beyond basic reporting, seeking ways to add value so that the organisation can consume data more effectively.
Strong communication skills, able to collaborate effectively with both sides of the business and technical divide.
A self-starter mindset who takes ownership and excels in a lean and fast-paced organisation.
Knowledge of Statistics & Machine Learning is a plus.
Team Player with the ability to work across a matrix environment in a fast-paced environment and constantly evolving environment
Mentorship and Career Guidance: Receive personalized mentorship and career guidance to fuel your professional growth and aspirations.
Inclusive and Collaborative Culture: Immerse yourself in an atmosphere of inclusion and collaboration, where diverse perspectives and teamwork drive innovation.
Regional Network Connections and Opportunities: Expand your network and access a wealth of opportunities through our regional connections.
Constant Innovation and Discovery Challenge: Embrace a culture of continuous innovation and discovery, where challenges become catalysts for growth.
Fun and Product-Focused Culture: Enjoy a vibrant and product-focused culture, where creativity and passion are celebrated.
Which of the following statements best describes your right to work in Singapore?
What's your expected monthly basic salary?
How many years' experience do you have as a Data Analyst?
How many years' experience do you have using SQL queries?",east region,information & communication technology,business/systems analysts,full time,
73427498,algorithm engineer (uwl),dso national laboratories,"Which of the following statements best describes your right to work in Singapore?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,engineering,electrical/electronic engineering,full time,
73527215,"engineer iii, software",thermo fisher scientific,"Responsible for requirements analysis, design, development, implementation, and unit testing of software
Work independently in a multi-functional team to develop software per specifications and development standards
Understand business needs, analyze workflows, and carry out integrations across different sub-system components.
How will you get here?
Individuals with a bachelor's degree in Computer Science, Engineering, or Sciences. Master’s or higher degree is great, but not required for the position
5 - 10 years of software development experience in the software industry, preferably involving hardware and software interactions. Candidates with less experience are welcome to apply and may be considered for a junior position.
Strong with common data structures, design patterns, object-oriented design, and algorithms used in programming.
Solid background in core Java.
A good understanding of Google Guice, Apache CXF/web stack technologies is desired.
Previous experience developing web applications using front-end technologies like VueJS, Electron is a plus.
Previous experience working with clinical workflows is a plus
Excellent teamwork and collaboration skills. Ability to manage high-priority tasks and adapt to changes in priorities. Effectively communicates and illustrates ideas; contributes critically and positively to a team.


Insights on salary & in-demand skills


Reviews from people working in the industry

",central region,information & communication technology,developers/programmers,full time,
73427808,research scientist / engineer (fibre optics),dso national laboratories,"Which of the following statements best describes your right to work in Singapore?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,science & technology,materials sciences,full time,
73427555,computer vision engineer (guided systems),dso national laboratories,"Which of the following statements best describes your right to work in Singapore?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",west region,information & communication technology,engineering - software,full time,
